GlobalLeftX,GlobalLeftY,GlobalRightX,GlobalRightY
18625,13912,18728,14016
18598,13945,18704,14047
19006,14023,19111,14123
19057,14001,19171,14085
19050,14029,19159,14116
19000,14160,19096,14231
19029,14199,19137,14268
19027,14165,19141,14232
19200,14005,19298,14086
18998,14192,19102,14261
18508,14131,18610,14221
18452,14093,18568,14166
18500,13886,18595,13984
18530,13861,18627,13955
18818,13384,18923,13477
18843,13348,18951,13446
18851,13400,18968,13504
18871,13374,18982,13474
18896,13425,19017,13535
19158,13420,19275,13527
18805,13965,18904,14057
18931,13650,19042,13750
19798,13785,19926,13862
19791,13819,19922,13912
19588,13794,19698,13866
19587,13842,19707,13905
20000,13359,20124,13447
20005,13333,20127,13410
20032,13335,20162,13407
20029,13366,20161,13461
20012,13790,20147,13866
20017,13822,20151,13910
20028,14046,20156,14121
20032,14080,20166,14152
19806,14034,19935,14095
19809,14073,19927,14132
20069,14082,20197,14160
20057,14055,20182,14128
19584,14119,19718,14179
19544,13649,19667,13742
19761,13426,19892,13544
20290,14089,20391,14158
20928,14179,21070,14252
20918,14229,21058,14302
20970,14188,21105,14261
20956,14227,21104,14293
20688,14137,20832,14229
20664,14139,20792,14229
20671,14177,20805,14260
20701,14176,20837,14262
20496,14130,20636,14172
20496,14158,20626,14228
20650,13975,20794,14052
21211,13332,21331,13417
21012,13937,21149,14011
20971,13936,21110,14011
21198,14174,21346,14254
21192,14223,21336,14296
20604,13772,20736,13847
20571,13778,20717,13863
20962,13663,21117,13750
20993,13660,21156,13750
23725,14018,23898,14142
23713,13933,23886,14043
23736,13812,23907,13918
23682,13590,23857,13708
23672,13658,23851,13776
23702,13685,23883,13809
23661,13736,23825,13865
23992,13903,24173,14042
23988,13982,24167,14121
24178,13736,24359,13902
24087,13818,24270,13975
24202,13860,24397,14008
24133,13936,24305,14060
23849,13994,24048,14126
23904,13911,24075,14032
23908,13992,24096,14127
23851,13463,23993,13570
24402,13571,24467,13685
23919,13644,24065,13753
23598,13462,23753,13562
24139,13628,24309,13752
26804,13620,27036,13818
27152,13327,27367,13573
27077,13480,27282,13709
27004,13443,27216,13666
27352,13617,27574,13844
27427,13452,27639,13709
26715,13813,26919,14028
26890,13787,27131,14024
26949,13723,27191,13970
27069,13649,27297,13870
27170,13532,27388,13766
26892,14004,27095,14226
26994,13649,27203,13871
27375,13572,27585,13816
27397,13514,27612,13771
27118,13385,27330,13638
27094,13447,27302,13677
26808,13653,27022,13868
29298,13426,29544,13700
29267,13409,29508,13682
29252,13384,29489,13654
29112,13390,29367,13659
29112,13414,29368,13688
29102,13434,29340,13700
29215,13505,29463,13776
29209,13550,29445,13810
29001,13400,29245,13674
29217,13712,29449,13971
29214,13959,29448,14218
29156,14001,29377,14240
28819,13959,29037,14211
29345,13426,29588,13704
28996,13505,29228,13764
28995,13783,29226,14035
28951,13833,29167,14073
29007,14105,29192,14321
29075,13628,29321,13898
29434,13444,29684,13736
28986,13351,29223,13611
16634,14461,16692,14509
16937,14571,16993,14629
16662,14364,16717,14419
16576,14445,16616,14482
16586,14363,16634,14419
16538,14427,16566,14446
16482,14412,16513,14446
16840,14544,16906,14600
17131,14649,17177,14704
16935,14736,16992,14780
16936,15135,16992,15114
16896,15205,16954,15181
16737,15133,16789,15129
16778,15050,16824,15024
16807,14694,16862,14732
17145,14815,17203,14849
16939,14419,16968,14492
16901,14401,16921,14473
16972,14362,17021,14442
16905,14440,16930,14507
16813,14370,16838,14428
16545,14597,16584,14625
16472,14925,16522,14917
18058,14968,18176,15002
17994,14959,18095,15009
17482,14492,17569,14570
17430,14355,17505,14435
18086,14490,18208,14570
18055,15171,18176,15231
17990,15141,18093,15198
18086,14844,18191,14901
17678,14761,17713,14795
17536,14781,17564,14812
17538,14953,17561,14981
17457,14607,17539,14688
18083,14649,18208,14727
18625,14445,18745,14527
18605,14416,18720,14476
19125,14529,19213,14614
19137,14558,19220,14648
19173,14543,19252,14633
19149,14516,19240,14601
18865,14701,18956,14782
18896,14721,18996,14799
18957,14872,19048,14937
18883,14915,18985,14979
18898,14936,19011,15004
18988,14869,19092,14937
19215,15069,19337,15106
19252,15083,19388,15117
18997,15124,19087,15179
19016,15312,19080,15318
18573,15201,18667,15256
18568,15258,18655,15312
18603,15062,18721,15122
18915,15143,19009,15201
18785,15032,18869,15092
18630,14701,18729,14760
19040,15053,19134,15118
19568,14402,19694,14477
19878,14958,19988,15009
19643,15015,19743,15077
19947,15034,20071,15119
19961,14832,20031,14872
19997,14811,20077,14867
20083,14744,20228,14781
20124,14711,20274,14744
20222,14785,20357,14814
20175,14841,20315,14880
19800,14395,19927,14445
20065,14454,20194,14510
19888,14898,19977,14949
20086,14935,20197,14984
20281,14680,20427,14707
19797,14632,19909,14688
19964,14560,20109,14599
19578,15149,19675,15202
21038,15213,21127,15268
20838,15140,20912,15160
20956,15053,21061,15098
21044,14980,21169,15005
21287,14830,21419,14881
21258,15223,21370,15272
20643,15216,20740,15265
20562,15136,20631,15158
20605,14576,20748,14597
20897,14575,21023,14594
20810,14686,20934,14709
21209,14974,21338,15007
20673,14902,20792,14909
21326,14621,21466,14669
21532,14690,21666,14763
21518,14765,21642,14841
21767,14691,21927,14764
21982,14763,22120,14839
22053,14889,22197,15007
21856,15200,21986,15208
21650,15150,21764,15160
21743,14843,21848,14879
21896,14980,22002,14993
22036,15090,22147,15113
22070,15181,22204,15195
21883,15282,21984,15281
21687,15217,21812,15230
23116,14703,23269,14795
22993,14744,23126,14822
23036,14708,23168,14788
23025,14824,23172,14898
22984,14942,23125,15012
23175,15035,23319,15106
23268,14745,23364,14841
23316,14755,23438,14845
23240,15036,23385,15109
22954,15249,23087,15307
22972,15093,23107,15160
23210,14552,23366,14660
23208,14515,23366,14602
23285,14487,23443,14571
23295,14455,23449,14547
23326,14446,23493,14529
23343,14619,23502,14733
23373,15041,23512,15145
23100,15033,23246,15114
23087,14693,23230,14780
25009,14659,25171,14848
25025,14692,25179,14876
24951,15059,25161,15156
24856,15231,25019,15337
24751,15190,24884,15270
24586,14996,24743,15147
24623,15030,24784,15190
24868,14406,25033,14597
24652,14527,24838,14699
24824,14816,24999,14977
25227,15158,25453,15268
24856,14742,25013,14880
24929,14701,25090,14841
25155,14590,25319,14775
26223,14444,26418,14582
26227,14381,26420,14541
26174,14534,26361,14665
26280,14795,26455,14921
25924,14430,26132,14555
26085,14682,26276,14808
26206,14879,26382,15005
26064,14944,26250,15083
26021,14441,26196,14609
25827,14936,26007,15073
26014,14760,26185,14975
25616,14364,25897,14489
26130,14433,26318,14594
26132,14408,26319,14561
26013,14417,26193,14571
25973,14560,26147,14731
26015,14623,26206,14785
26220,14671,26390,14789
26363,15135,26539,15279
27376,14655,27567,14802
27257,14539,27449,14690
27144,14570,27328,14719
27176,14746,27356,14909
27224,14796,27402,14949
27040,14947,27220,15118
27059,15214,27241,15340
27042,15124,27227,15262
26857,14429,27032,14595
27354,14675,27543,14832
26714,15178,26915,15302
26757,14790,26953,14940
26867,14710,27041,14878
27015,14469,27202,14632
27286,14578,27479,14759
27869,15168,28059,15309
28075,15028,28248,15208
27804,14697,28040,14846
27986,14588,28204,14759
27961,14770,28203,14960
28078,14709,28316,14887
27742,15016,27927,15167
27995,15098,28190,15253
28039,14656,28263,14856
27710,14759,27910,14921
28271,14444,28494,14634
28335,14364,28546,14559
28144,14367,28374,14559
28104,14503,28306,14681
27708,14536,27898,14686
27743,14724,28116,14887
20115,16092,20188,16133
20262,15920,20368,15942
20119,15777,20207,15801
20092,16271,20181,16308
19618,15908,19721,15950
19860,15843,19960,15892
19858,16087,19952,16116
19618,16117,19722,16138
19853,16295,19947,16321
19685,15882,19792,15933
19785,15860,19881,15914
19783,15962,19883,16011
19992,15971,20071,16002
20192,16007,20284,16042
19520,15772,19576,15793
19682,15681,19779,15756
19551,15683,19664,15757
20216,16241,20307,16274
20218,16324,20307,16364
20193,15848,20278,15877
20700,15937,20801,15987
20576,16081,20673,16135
20926,16248,21026,16271
21133,15998,21225,16033
20942,15833,21061,15889
20892,15796,20997,15847
20877,15650,20986,15730
20510,15787,20594,15824
20635,15988,20735,16054
20783,16261,20925,16346
21040,16097,21137,16128
21030,16029,21145,16054
20992,16029,21100,16056
21013,16009,21121,16034
21018,16041,21127,16074
20908,15960,21021,15990
20890,15941,20989,15973
20907,15916,21020,15950
20937,15939,21049,15973
21211,16054,21305,16102
21996,15803,22114,15827
21631,15814,21754,15838
22043,15538,22169,15553
22151,15864,22261,15898
22205,15823,22345,15850
21836,15820,21957,15839
21785,15854,21889,15872
21668,15904,21797,15911
21543,15920,21646,15933
21602,15697,21707,15710
21667,16137,21807,16158
21667,16192,21808,16233
21912,16171,22039,16206
21912,16233,22053,16272
22145,16002,22258,16003
22801,15996,22919,16037
22733,16070,22849,16114
23198,15635,23327,15675
23101,15609,23220,15647
22747,15921,22867,15979
22657,16005,22794,16051
22585,15814,22685,15862
22831,15558,22957,15600
22907,15410,23032,15462
23103,15730,23221,15748
23288,16115,23473,16131
23195,16248,23359,16282
22634,16164,22710,16147
22671,16205,22753,16188
22718,16261,22794,16247
22615,15850,22705,15902
22747,15772,22867,15816
22829,15698,22956,15733
22866,15926,22992,15976
22987,15777,23147,15813
24239,15809,24389,15944
24168,15805,24297,15932
24323,16070,24469,16138
24290,16112,24434,16186
24368,16201,24511,16257
24413,16124,24558,16177
24278,16049,24429,16125
24245,16030,24379,16102
23734,16226,23869,16310
23692,16276,23836,16368
23734,16023,23881,16119
23775,16047,23922,16145
23833,15965,23985,16069
23795,15936,23937,16028
23911,15789,24053,15886
23945,15814,24091,15921
24022,15736,24188,15830
23981,15701,24146,15783
24205,15664,24366,15768
24295,15557,24460,15683
23703,15536,23872,15641
24059,15494,24221,15584
23577,16177,23688,16267
23995,15999,24147,16091
24712,15556,24863,15664
24732,15601,24889,15702
24852,15504,25015,15597
24935,15586,25099,15678
25201,15911,25360,16011
25167,16151,25340,16243
25229,15502,25352,15593
25209,15459,25327,15542
24908,15564,25082,15657
24620,15444,24783,15568
24756,15739,24899,15852
24691,15793,24847,15892
24824,15406,24987,15520
24748,15527,24899,15626
24722,15669,24871,15777
25121,15730,25264,15838
25114,15687,25244,15775
25136,16028,25294,16096
24983,16224,25125,16292
25025,16258,25190,16329
26142,15806,26284,15882
26259,15670,26404,15784
26310,15615,26487,15761
26361,15563,26535,15720
26373,15649,26545,15810
26305,15684,26479,15816
26396,15596,26576,15756
25654,16138,25802,16221
25806,16242,25956,16311
25663,16258,25813,16333
25982,16241,26149,16324
25903,16203,26051,16274
26007,16180,26170,16263
26157,15903,26326,16027
25827,15605,25984,15734
25733,15533,25887,15635
25994,15673,26169,15787
26091,15628,26268,15756
26145,15670,26305,15782
26062,15598,26235,15711
27378,15759,27546,15871
27407,15763,27593,15875
27381,15789,27556,15905
27408,15782,27589,15897
27271,16020,27446,16115
27397,15861,27572,15976
27440,15919,27620,16030
27371,15900,27551,16008
27183,15775,27362,15891
27339,15849,27517,15955
27323,15929,27491,16044
27187,16086,27370,16186
26723,16030,26904,16183
26855,16040,27021,16201
27206,15729,27379,15830
19998,16931,20087,16859
19946,17027,20035,16931
19911,17072,19996,16969
19895,16974,19978,16862
19807,16897,19899,16819
19748,16783,19824,16711
19709,16824,19774,16754
19844,16854,19928,16781
19903,16788,19977,16736
20235,16627,20314,16653
20258,16643,20336,16671
20328,16486,20427,16511
20280,16450,20381,16465
20119,16519,20200,16543
19926,16490,20017,16494
19827,16529,19897,16520
20244,16770,20331,16757
20189,16896,20252,16865
19798,16701,19877,16641
19720,16692,19780,16633
20335,17198,20443,17142
20747,16751,20831,16776
20735,16821,20818,16835
20648,16756,20749,16775
20679,16662,20775,16677
20770,16563,20853,16639
21170,16515,21250,16530
20909,16739,21006,16757
20822,17127,20912,17114
20909,16927,21003,16904
20872,16962,20966,16956
20703,16546,20795,16592
20563,16612,21073,16631
22839,16764,22963,16806
22673,17011,22774,17044
22560,17172,22656,17195
23215,16768,23342,16807
23151,16770,23269,16813
23351,16508,23447,16575
23378,16533,23492,16616
22999,17059,23123,17088
23130,16886,23257,16908
22998,16538,23123,16596
27990,17005,28157,17056
28212,16718,28389,16779
28335,16805,28524,16882
28245,16490,28389,16553
28438,16508,28594,16607
28195,16445,28374,16495
28022,16712,28193,16775
28145,16670,28321,16739
27917,17092,28098,17108
27857,17145,28025,17183
28226,17096,28390,17158
28170,17006,28342,17057
28380,16931,28524,17019
28127,16807,28307,16865
28068,16804,28238,16873
28083,16906,28237,16971
28153,16823,28331,16891
28243,16733,28416,16799
28181,16845,28356,16908
28270,16763,28449,16826
28204,16874,28388,16937
28295,16782,28487,16848
28231,16894,28414,16960
28151,16971,28328,17030
28045,17187,28229,17234
17631,2816,17899,2766
17631,2981,17892,2949
17547,2830,17816,2801
17617,2719,17862,2687
17614,2526,17857,2477
17673,2570,17928,2525
17455,2409,17729,2360
17495,2280,17762,2247
17547,2755,17797,2732
17628,2900,17890,2858
17774,2671,18021,2614
20794,2858,21096,2872
20810,2804,21119,2804
20836,2708,21151,2701
20866,2614,21180,2601
20887,2514,21212,2502
20916,2420,21240,2400
20941,2324,21276,2306
20972,2226,21304,2203
21004,2135,21331,2103
21110,2184,21430,2170
21089,2427,21383,2413
20943,2853,21247,2867
20990,2601,21318,2603
21047,2888,21372,2914
20789,2182,21142,2152
20757,2268,21109,2255
20735,2364,21084,2350
20712,2456,21058,2448
20679,2556,21028,2553
20651,2656,20997,2654
20625,2746,20965,2752
20598,2808,20906,2804
20569,2878,20883,2881
20493,2505,20812,2479
20518,2407,20850,2381
20549,2310,20883,2285
20570,2212,20913,2196
20605,2126,20944,2098
20516,2902,20827,2899
20742,2977,21033,2986
20792,2933,21103,2949
20871,2949,21177,2986
20972,2708,21303,2701
21021,2497,21353,2486
22613,2441,22917,2573
22627,2367,22940,2519
22727,2498,23034,2621
22849,2449,23127,2584
22702,2227,23008,2346
22853,2631,23179,2724
22716,2619,23024,2720
22576,2614,22901,2727
22873,2296,23160,2406
22928,2163,23212,2262
22762,2093,23073,2191
23048,2369,23321,2474
23090,2219,23387,2327
22617,2855,22957,2965
22728,2844,23087,2960
22870,2839,23228,2947
23010,2540,23284,2643
23116,2839,23461,2904
22534,2329,22825,2479
23151,2075,23443,2156
6266,2692,6350,2554
6185,2698,6236,2573
6435,2193,6514,2086
6385,2479,6483,2306
6565,2539,6656,2369
6528,2607,6629,2423
6427,2797,6521,2615
6456,2301,6547,2163
6334,2988,6425,2829
6327,2580,6435,2427
6594,2441,6690,2292
6748,2619,6867,2465
6792,2523,6911,2376
6718,2694,6848,2518
6633,2890,6778,2706
6979,2822,7105,2621
6879,3012,7031,2822
6481,2696,6577,2523
6395,2881,6467,2724
6524,3070,6683,2916
9366,2532,9471,2348
9642,2570,9780,2439
9764,2675,9876,2507
9563,2659,9694,2530
9670,2710,9803,2553
9551,2505,9670,2388
9231,2448,9331,2278
9759,2500,9881,2385
9530,2589,9644,2474
9542,2455,9658,2324
9548,2320,9687,2142
9263,2359,9341,2196
9217,2350,9285,2196
9483,2453,9584,2301
9359,2367,9478,2234
9401,2353,9527,2226
9535,2385,9670,2229
9880,2719,10025,2580
9836,2736,9977,2621
9832,2685,9976,2540
9888,2497,10021,2364
9874,2570,10007,2439
9839,2509,9958,2387
9273,2332,9347,2166
20743,3652,21058,3688
20698,3639,21002,3664
20539,3563,20841,3594
20805,3590,21109,3622
20761,3512,21058,3533
20691,3563,20978,3589
20895,3861,21220,3821
20953,3542,21264,3563
21004,3515,21317,3522
20946,3645,21252,3667
21065,3271,21376,3307
21012,3225,21343,3248
21089,3196,21400,3217
20969,3877,21292,3856
20815,3861,21124,3825
20703,3365,21021,3377
20546,3148,20845,3154
20659,3519,20932,3549
20817,3936,21110,3910
20768,3183,21096,3204
20841,3515,21182,3556
21023,3391,21348,3404
21584,3687,21872,3736
21696,3601,22002,3664
21608,3795,21904,3863
21981,3685,22304,3718
21996,3573,22316,3618
21549,3917,21832,3984
21526,3798,21818,3863
21676,3463,21968,3543
21551,3309,21848,3369
21640,3260,21951,3325
22166,3618,22480,3674
22117,3708,22440,3760
21921,3811,22234,3879
22054,3828,22363,3888
21856,3926,22161,3992
22002,3929,22311,3994
22009,3454,22325,3510
22022,3251,22348,3278
21565,3465,21872,3545
22010,3356,22332,3395
22026,3164,22344,3178
21622,3157,21932,3176
21516,3161,21820,3180
22143,3157,22477,3180
22155,3255,22491,3276
22166,3355,22505,3395
22737,3510,23055,3529
22776,3804,23102,3844
22702,3790,23024,3823
22835,3599,23165,3645
22835,3563,23169,3594
22973,3620,23286,3676
22992,3582,23289,3622
22989,3531,23309,3566
22910,3929,23228,3924
22952,3900,23281,3909
22802,3935,23139,3950
22779,3959,23108,3987
22748,3977,23069,4017
22896,3987,23209,4012
22910,3961,23223,3970
22884,3528,23199,3550
22887,3363,23212,3356
22943,3353,23272,3344
23043,3667,23356,3708
22578,3505,22914,3531
22541,3781,22856,3819
23190,3339,23501,3335
23185,3398,23504,3390
23192,3535,23524,3559
23178,3690,23511,3734
23158,3938,23478,3987
22875,4034,23188,4075
22996,3250,23302,3227
23165,3238,23496,3206
22718,3300,23027,3295
23600,3279,23960,3379
23726,3285,24076,3383
23731,3222,24077,3309
23847,3232,24189,3314
24065,3632,24404,3777
23927,3923,24292,4057
23768,3840,24118,3936
23812,3910,24156,4012
23891,3290,24233,3379
23966,3363,24296,3424
23613,3370,23962,3500
23674,3650,24039,3772
23642,3882,23983,3973
23641,3531,23997,3657
23602,3171,23938,3258
23735,3171,24076,3253
23597,3217,23938,3307
23850,3138,24191,3220
23653,3091,24022,3175
5539,3957,5625,3818
5577,3751,5635,3618
5390,3895,5418,3722
5310,3570,5364,3370
5200,3470,5254,3274
5181,3496,5237,3302
5149,3624,5182,3437
5144,3549,5179,3370
5198,3554,5244,3370
5195,3620,5249,3440
5242,4050,5317,3851
5258,3341,5327,3161
5836,3788,5937,3664
6016,3526,6065,3423
5965,3608,6026,3493
6026,3631,6096,3522
5130,3466,5181,3265
5140,3431,5195,3232
5174,4069,5233,3879
5223,4022,5294,3825
7386,3957,7489,3840
7424,3867,7534,3744
7507,3701,7650,3547
7755,3823,7870,3634
7685,3987,7765,3851
7655,4080,7725,3959
7625,3449,7730,3344
7872,3570,7964,3440
7961,3386,8060,3241
7707,3271,7826,3133
7181,3750,7274,3613
7264,3577,7377,3416
7223,3652,7321,3501
8069,3667,8169,3524
8017,3832,8122,3666
7313,3445,7431,3330
8015,3358,8118,3222
7842,3332,7954,3189
7760,3510,7852,3393
7634,3763,7765,3587
7554,3926,7652,3798
7505,4019,7606,3900
9848,3470,9972,3363
9862,3435,10002,3325
9600,3459,9740,3344
9614,3431,9755,3307
9490,3482,9602,3381
9514,3430,9638,3323
9584,3313,9729,3180
9568,3337,9700,3218
9796,3447,9907,3332
9813,3404,9930,3283
10769,4466,10893,4384
10869,4221,10994,4164
10811,4342,10951,4272
11110,4616,11227,4541
11075,4730,11192,4649
11096,4770,11211,4691
11008,4957,11104,4887
10937,4543,11084,4476
10952,4695,11080,4630
10902,4814,11005,4756
10844,4894,10938,4843
11047,4300,11183,4256
10996,4421,11139,4361
11042,4871,11138,4794
11089,4894,11181,4819
11124,4777,11239,4707
11047,4974,11134,4903
11807,4950,11928,4955
11805,5013,11933,5013
11868,4973,12001,4976
11882,5036,12025,5037
11835,5058,11976,5048
11786,5088,11914,5065
11931,4913,12053,4929
12001,4891,12130,4892
11942,4938,12062,4962
12011,4913,12146,4927
11753,4983,11870,4987
11543,5076,11655,5051
11606,4573,11720,4545
11533,4601,11657,4574
11522,4672,11650,4639
11664,4616,11817,4587
11470,4642,11592,4618
11683,4566,11821,4536
11630,4627,11755,4592
11559,4648,11690,4620
11503,4538,11620,4494
11421,4601,11550,4567
11456,4569,11587,4534
11650,4489,11772,4462
11575,4504,11690,4468
12078,4595,12211,4627
12080,4665,12209,4688
12153,4716,12275,4719
11735,4758,11859,4765
11716,4684,11845,4693
11538,4819,11653,4768
11636,4780,11753,4726
11907,4690,12059,4697
11386,4462,11503,4457
11316,4482,11424,4492
11388,4814,11461,4808
11405,4908,11499,4896
11433,4978,11543,4981
11374,5030,11496,5032
11421,5083,11561,5086
18692,4232,18944,4237
18744,4244,19003,4256
18709,4169,18957,4174
18760,4181,19026,4186
18779,4144,19045,4144
18716,4123,18956,4129
19050,4204,19309,4220
19090,4213,19363,4232
19106,4172,19379,4190
19057,4162,19323,4171
18928,4171,19178,4171
18937,4141,19190,4137
18954,4662,19162,4704
18713,4594,18956,4620
18966,4616,19192,4656
18734,4536,18984,4562
19162,4344,19419,4342
19123,4321,19379,4323
19090,4405,19349,4401
19137,4428,19398,4419
18611,4496,18851,4508
18589,4538,18821,4569
18839,4691,19041,4721
18867,4576,19096,4606
19155,4225,19426,4241
19129,4656,19382,4698
19602,4389,19866,4415
19515,4480,19784,4518
19506,4317,19754,4326
19545,4366,19795,4379
19712,4435,19988,4480
19660,4560,19926,4585
19550,4732,19833,4758
19520,4835,19796,4864
19576,4786,19856,4828
20057,4940,20324,4980
20071,5006,20340,5053
19711,4894,19987,4947
19733,4843,20025,4891
19903,4854,20181,4906
20041,4892,20312,4941
20081,4808,20359,4870
19882,4899,20161,4945
19774,4510,20051,4541
19756,4546,20030,4574
19824,4520,20097,4553
19800,4560,20071,4592
19642,4137,19917,4144
19735,4129,20013,4127
19658,4185,19954,4193
19779,4153,20065,4167
20004,4538,20231,4569
20125,4501,20376,4548
20217,4426,20448,4455
20011,4770,20287,4807
20123,4730,20422,4779
19940,4677,20228,4700
19469,4672,19730,4712
20072,4436,20326,4487
19840,4424,20134,4466
19917,4478,20182,4515
19980,4365,20266,4410
19936,4405,20223,4454
20843,4677,21117,4739
20944,4634,21231,4704
21037,4529,21327,4602
21093,4583,21379,4641
21158,4625,21442,4688
21152,4513,21439,4585
21100,4459,21385,4545
20843,4898,21151,4940
20661,4539,20948,4587
20618,4508,20897,4559
20586,4443,20876,4483
20654,4375,20960,4398
20586,4319,20883,4333
20752,4800,21058,4849
20839,4207,21119,4232
20738,4165,21028,4193
20964,4770,21254,4824
20635,4953,20948,4988
20752,5041,21070,5055
20523,4384,20808,4412
20752,4108,21049,4132
21783,4349,22096,4386
21974,4438,22297,4475
22012,4454,22328,4497
21876,4410,22180,4462
21902,4422,22215,4476
21780,4580,22084,4637
21692,4534,21995,4590
21643,4408,21940,4450
21638,4457,21930,4520
21596,4373,21895,4426
21694,4340,22005,4366
22140,4559,22435,4623
22182,4541,22491,4608
21829,4260,22141,4312
21689,4193,21995,4237
22064,4345,22367,4391
22029,4330,22325,4377
22194,4375,22486,4431
22204,4407,22503,4471
22052,4382,22353,4429
21965,4307,22258,4356
21937,4352,22239,4389
21825,4814,22127,4852
21870,4822,22173,4866
21911,4726,22213,4775
22050,4770,22355,4829
22026,4840,22327,4892
21877,4789,22182,4833
21972,4967,22265,5023
22002,4885,22304,4940
21848,4934,22145,4987
21617,4655,21933,4702
21663,4870,21953,4898
21530,4835,21848,4864
21890,4141,22208,4186
22145,4155,22456,4195
22110,4139,22410,4179
21967,4580,22265,4623
21858,4518,22168,4578
22201,4824,22498,4882
22157,4938,22458,5002
22182,4856,22487,4912
22169,4880,22470,4941
22157,4910,22459,4971
22127,5016,22428,5067
21523,4604,21825,4653
22650,4384,22957,4424
22804,4408,23104,4450
22797,4576,23092,4634
22690,4714,23006,4767
22620,4711,22919,4763
22631,4656,22935,4719
22685,4655,22992,4719
22562,4941,22880,5006
22562,4980,22873,5044
22790,4978,23097,5044
22711,4978,23024,5046
22664,4941,22978,5001
22576,4913,22875,4959
22788,4913,23088,4971
22777,4938,23090,5002
22541,4913,22826,4947
22562,4705,22872,4761
22592,4557,22903,4604
22638,4566,22950,4611
22657,4193,22971,4228
22700,4206,23015,4241
22541,4365,22865,4401
22615,4377,22928,4417
22828,4223,23132,4256
22788,4716,23087,4779
23162,4414,23461,4469
23192,4529,23510,4604
23153,4228,23455,4255
23148,4319,23448,4363
23702,4906,23995,4983
23670,4924,23960,5001
23677,4957,23971,5046
23714,4950,24013,5041
23878,4859,24189,4941
23903,4887,24217,4980
23616,4794,23903,4852
23644,4863,23932,4922
23648,4195,23959,4265
23567,4137,23899,4218
23700,4186,24051,4272
23625,4113,23969,4200
23690,4108,24032,4183
23854,4102,24182,4172
23990,4599,24305,4646
23854,4520,24161,4569
23966,4536,24285,4588
23932,4405,24252,4462
23648,4780,23936,4840
23684,4856,23967,4922
23595,4646,23887,4695
23763,4578,24086,4644
23793,4646,24116,4726
23908,4585,24217,4644
23761,4157,24098,4235
23789,4232,24128,4323
23877,4223,24217,4326
23574,4952,23868,5023
23588,4992,23896,5078
24076,4845,24375,4931
23971,4725,24270,4746
24034,4725,24329,4746
5425,4737,5478,4571
5474,4791,5520,4634
5396,4669,5427,4489
5417,4690,5452,4520
5701,4485,5747,4295
5579,4601,5633,4441
5605,4581,5654,4419
5652,4639,5724,4510
5604,5083,5647,4995
5654,5029,5689,4945
5703,5034,5763,4953
5736,5058,5798,4978
5752,5078,5817,4997
5775,5097,5839,5013
5518,4835,5567,4681
5588,4761,5658,4616
5638,4814,5696,4653
5698,4679,5750,4546
5738,4735,5789,4588
5663,4697,5714,4562
5922,4978,6021,5022
5892,5044,5998,5067
6025,5030,6112,5076
5997,5078,6086,5114
5652,5097,5726,5018
5684,5109,5759,5037
5745,4314,5768,4130
5798,4361,5815,4188
5644,4421,5673,4209
6523,4683,6603,4546
6566,4697,6640,4560
6467,4821,6528,4695
6498,4836,6565,4712
6306,4894,6374,4747
6276,4952,6334,4815
6337,4987,6406,4850
6376,4919,6442,4775
6640,4856,6769,4704
6717,4711,6839,4592
6566,4997,6683,4880
6530,5071,6638,4976
6163,4908,6213,4761
6549,4370,6636,4228
6523,4358,6598,4211
6241,4676,6316,4585
6678,5046,6809,4952
6755,4910,6909,4761
6460,4903,6528,4767
6633,5114,6764,5036
7458,4808,7520,4691
7442,4843,7503,4718
7545,4843,7620,4735
7527,4878,7603,4763
7379,5015,7379,4976
7410,4746,7470,4613
7440,4756,7515,4632
7458,4646,7545,4513
7484,4660,7578,4529
7548,4674,7638,4536
7578,4606,7653,4485
7639,4630,7713,4503
7604,4695,7686,4552
7522,4564,7587,4443
7541,4504,7622,4384
7482,4550,7555,4421
7438,4529,7515,4403
7508,4487,7585,4365
7508,4441,7575,4321
7638,4497,7713,4380
7674,4354,7749,4244
7555,4258,7622,4160
7776,4920,7840,4787
7814,4852,7901,4702
7866,4714,7945,4609
7912,4571,7989,4461
10767,5850,10869,5839
10800,5899,10911,5883
10676,5899,10764,5873
10746,5943,10832,5918
10765,6046,10821,6023
10701,6068,10762,6035
10421,6021,10507,6026
10505,6074,10589,6072
10444,5806,10544,5782
10311,5775,10360,5724
10468,5736,10565,5712
10496,5611,10605,5581
10510,5544,10620,5516
10362,5694,10395,5659
10552,5312,10641,5292
10505,5397,10563,5382
10399,5446,10472,5443
10421,5401,10491,5387
11108,5621,11218,5602
10989,5590,11091,5567
10867,5614,10993,5581
10743,5583,10867,5572
10502,5347,10559,5319
10627,5485,10720,5453
10648,5422,10753,5392
10676,5336,10776,5303
10748,5324,10856,5289
10538,5618,10654,5588
10509,5745,10610,5724
11648,5406,11786,5396
11674,5299,11802,5284
11580,5221,11683,5198
11637,5202,11744,5182
11611,5303,11751,5301
11604,5366,11748,5362
11379,5490,11550,5478
11330,5467,11484,5459
11468,5375,11582,5368
11517,5329,11625,5320
11524,5464,11671,5438
11377,5590,11508,5546
11805,5534,11903,5492
11800,5284,11926,5273
11672,5261,11807,5235
11735,5469,11852,5439
11810,5362,11931,5329
11942,5366,12090,5341
11926,5401,12080,5373
12141,5410,12263,5387
12134,5450,12256,5417
